Proteins	Genes	Cerebellum	Frontal_Cortex	Heart	Kidney	Liver	Lung	Spleen	Amygdala	Entorhinal_Cortex	Gut	Olfactory_Bulb	Striatum	Thalamus	Substantia_Nigra
P0C5J4	Gpr52	NA	NA	NA	NA	NA	NA	NA	11.45542557	9.538701953	NA	NA	12.80200528	7.785050019	NA
P0C5K1	Sbk2	NA	NA	14.44552796	NA	NA	9.830760284	9.421923695	NA	NA	NA	NA	NA	NA	NA
P0C605	Prkg1	13.67777079	11.79004253	13.51650937	11.47829711	10.14755223	14.87234228	12.78059528	11.79821443	11.03521432	14.17352023	11.54320421	9.866544587	10.06494771	9.430318685
P0C605-2	Prkg1	NA	6.129448574	7.542056461	NA	NA	7.717848053	8.03170984	NA	6.795699179	10.54058181	8.091410686	NA	7.222416738	NA
P0C673	Igsf11	12.54165467	12.48570456	NA	10.59578752	11.20280829	NA	8.792562107	12.90754599	12.64510529	NA	12.77635487	13.09292474	12.87574546	12.94636153
P0C6B7	Igsf6	NA	NA	NA	NA	NA	NA	13.47915217	NA	NA	NA	8.285352263	NA	11.83294809	NA
P0C7L0	Wipf3	13.31087325	15.59316184	12.17893586	9.133611566	11.30407853	12.83455509	9.508492556	14.67677837	15.67240938	12.80074761	15.83732136	16.14113718	14.8408075	14.5771898
P0C7M9	Clec2l	15.48875755	13.85587283	NA	NA	NA	NA	NA	13.65050917	13.02772553	NA	12.86517545	13.56190787	13.92860779	14.92036665
P0C7N9	Psmg4	12.0977136	10.94888255	10.24219491	12.35281553	13.8698661	12.51209025	13.67150335	9.950776977	10.75251203	12.96663116	11.2097286	11.39172343	11.31034367	11.24494637
P0C7T6	Atxn1l	8.011663734	8.077279257	NA	7.719922832	NA	8.673576364	9.048323612	8.689449427	8.561490557	7.394598802	9.145436409	8.800284352	7.345983781	7.321092663
P0C8K7;S4R2T3	Smim1	15.21097712	14.15225116	15.44212075	17.25336267	13.43527164	14.94680504	13.99976831	14.47122824	13.87994678	12.64175976	13.00441056	14.79076925	14.68581729	15.50272336
P0CG14	Derpc	12.00463376	11.54554482	12.09442632	11.84731851	11.56017953	12.84694219	13.32361706	10.92197735	11.36928481	11.42297527	11.90824435	11.79059416	10.3622181	10.42075213
P0CG15	Chtf8	NA	NA	NA	NA	NA	NA	7.043325917	NA	NA	8.063554389	NA	NA	NA	NA
P0CL69	Znf703	6.210465889	8.174105644	NA	7.126467604	NA	8.977370307	8.913503321	NA	7.736238388	9.576051908	8.238829406	6.65753832	NA	NA
P0DI97	Nrxn1	8.823654285	10.22927466	NA	NA	NA	NA	NA	9.551738726	10.50844992	NA	8.436722501	9.852122155	8.780123052	8.931524583
P0DJE0;Pet100_G48D	Pet100;	11.23469503	12.31821906	13.38843643	12.84317805	11.07511382	9.438195289	8.904510573	12.35633359	12.09072207	11.90739549	11.80804869	12.29365353	12.01217894	12.26723817
P0DJF2	Pet117	13.0922998	13.45473008	13.95944633	13.28759506	12.2786027	12.96839123	13.12739226	13.28318662	13.06589612	12.3549195	13.3570881	12.82856984	12.85461791	13.35364951
P0DN34	Ndufb1	18.36152841	17.69717472	20.69359261	19.36178029	18.25786953	16.72206545	16.37112935	18.19620037	17.81019852	17.8006703	18.30671251	18.05840183	18.09140008	18.24970401
P0DN89;P0DN90;P0DN91	Tmem254a;Tmem254b;Tmem254c	12.4599597	12.49269917	NA	13.70348028	15.83791812	13.18742848	12.61992106	12.13385535	12.46044455	13.14656705	12.40227367	12.25633364	12.17870487	12.33694296
P0DOV1	Mnda	NA	NA	10.05051122	9.977920374	10.08710341	10.47624612	12.2890989	NA	NA	10.21844424	NA	NA	NA	NA
P0DOV2	Ifi204	9.232368931	NA	13.03652725	13.87265635	14.46630201	15.93158114	15.65225244	NA	NA	13.74390074	NA	NA	NA	NA
P0DP26;P0DP27;P0DP28	Calm1;Calm2;Calm3	22.59777637	23.28090536	20.5153877	20.63230236	20.62019088	21.83234154	21.33682667	22.86860986	23.26102019	22.10316279	22.70553585	23.4842107	22.85511295	22.72004924
P0DP60	Lynx1	16.45320925	15.61657808	NA	NA	NA	NA	NA	15.88562396	15.8721766	6.865981791	14.59253096	16.21970966	16.31620628	16.94081151
P10107	Anxa1	11.28149681	11.89791781	15.76318011	15.78245015	14.44318072	18.83131847	17.63465867	11.12287876	11.65266638	17.00484483	11.59405154	12.87555092	11.14748353	11.20387085
P10126	Eef1a1	19.46089135	19.56683306	18.76336326	20.50968088	21.72081379	20.51225913	20.97230369	19.64262858	19.48064777	21.14874137	19.66397022	19.57841673	19.7547113	19.5638947
P10300	Cd8b	NA	NA	NA	NA	NA	9.637607018	12.34884957	NA	NA	NA	NA	NA	NA	NA
P10417;P10417-2	Bcl2	10.29281733	9.707650334	8.781467109	8.182556225	NA	9.884648555	12.27800881	10.71599404	10.40920215	10.99725336	11.74526772	10.26955905	10.90550475	11.30240221
P10493	Nid1	14.37911358	14.14617798	18.01288214	16.50882886	13.40786266	17.776331	14.65881081	14.31003485	13.99074057	16.15269024	14.1819835	13.64502287	14.20386792	14.2817778
P10518	Alad	16.49030462	16.14662345	16.63019197	17.37682472	19.21930248	16.6095834	16.91978299	16.16113633	16.10244615	16.98707965	15.82414763	16.18944887	16.24444885	16.28062485
P10605	Ctsb	17.51406002	17.61602693	17.10442179	18.27185256	19.16932101	16.86520386	19.59782809	17.22811361	17.55628806	17.51944981	17.1407498	17.37395759	17.24949501	17.31483788
P10630	Eif4a2	18.22647886	18.57780168	18.15462181	18.23088535	19.10659865	18.31112157	18.92271345	18.54093196	18.63421217	18.77389859	18.51341038	18.41755021	18.39194692	18.31641731
P10630-2	Eif4a2	8.726677269	8.789909797	8.23246021	8.713503011	8.643083678	8.114788973	7.121192628	9.650205969	9.687352678	8.009367519	8.742355079	9.30505679	8.597629095	9.089161248
P10637	Mapt	8.7258016	8.763557366	7.872418653	NA	NA	8.624155489	NA	NA	NA	NA	NA	NA	NA	NA
P10637-2	Mapt	13.08750712	12.66362929	NA	NA	NA	NA	NA	13.26091708	12.69378991	NA	12.19894004	12.63505397	13.56906043	13.49785018
P10637-3;P10637-4	Mapt	15.06232131	16.07459451	NA	13.74068484	NA	8.87803027	NA	16.51936344	16.4992618	9.099655508	15.81661273	16.5742793	16.46075808	16.27603787
P10639	Txn	19.07822981	19.12867909	19.98586382	20.71953502	21.1234727	20.3718169	20.57700162	19.36193429	19.16648801	21.97771211	19.29922741	19.28773934	19.45174006	19.4348669
P10648	Gsta2	11.74711231	7.994403887	14.00320138	20.13126303	21.13807176	17.40100181	14.61242154	8.789061961	12.16326093	16.91855491	10.23229906	11.92108124	12.15083633	NA
P10649	Gstm1	19.49924664	19.46207307	19.21888447	20.35185712	22.70925928	20.78887821	17.83104764	19.9146078	19.67060451	18.45319085	19.27545517	19.44936481	19.86535135	19.80228885
P10711	Tcea1	15.85363383	15.70530671	14.33757488	15.24477161	15.16412773	15.48505058	17.2123989	15.51841334	15.26851395	16.31898574	15.8902966	15.56405713	15.32816195	15.2931062
P10810	Cd14	9.601773951	10.63271146	11.96576893	12.47168692	9.369321786	13.77023469	13.63435136	10.82634195	10.04873169	11.37030108	9.27613746	11.37343928	10.95970464	NA
P10833	Rras	15.05616847	14.83472391	16.67719255	15.5382386	15.3287641	18.39080226	16.24229826	14.91512776	14.92599153	17.1020397	14.67089909	14.79522271	14.7501993	14.96123919
P10852	Slc3a2	18.52218751	18.5584876	14.2504019	17.30289681	13.64664847	15.37880459	16.13226364	18.60631179	18.52899652	16.7980818	17.9829244	18.34224691	18.63587746	18.53652325
P10852-2	Slc3a2	12.38392904	13.09500429	9.769056931	9.953814592	NA	8.676622424	8.504300208	12.9172778	13.10423733	9.063757366	12.29814519	12.11629463	12.89075429	12.68411942
P10922;Q8C1Y3	H1-0;H1f0	20.83093963	19.5379524	20.48620457	20.62519872	20.35307846	20.90840358	18.58513748	19.89830407	19.7576573	19.93981172	20.63510668	19.74025719	19.98190425	20.10959563
P11031	Sub1	16.23770311	17.37469321	15.65230097	16.30524148	16.10435903	17.3728889	19.87603525	16.87951351	17.35094405	18.14667391	17.46541804	17.70077446	16.61610082	16.01178235
P11032;P11032-2	Gzma	NA	NA	NA	8.091140252	7.265197463	12.71952298	15.08034359	NA	NA	17.3554188	NA	NA	NA	NA
P11087	Col1a1	12.63045117	12.84114223	18.06676444	16.70644232	15.35023139	18.87364234	16.08769169	12.0151886	12.7930884	17.31034734	12.91474128	9.144339654	9.596288491	10.74682695
P11152	Lpl	9.853266777	NA	17.18935385	13.96207924	11.82284607	13.66570376	11.01010619	6.581862783	6.887289761	10.21273801	7.01840584	9.504426334	7.631459917	11.60611715
P11157	Rrm2	NA	7.797635781	NA	NA	NA	NA	10.876096	NA	NA	10.62501531	NA	NA	NA	NA
P11214	Plat	8.157997958	7.277758071	NA	8.425474117	NA	11.63039895	NA	9.645452379	9.658934175	9.504155521	10.14180889	9.25234659	11.11731186	10.40385218
P11247	Mpo	NA	NA	11.55356697	NA	8.680367334	13.91397095	14.76522979	NA	NA	9.863180743	NA	NA	NA	NA
P11352	Gpx1	16.41027297	16.53416373	19.19530968	20.70990718	20.86498764	19.51008238	19.80220626	16.21275932	16.06790357	18.08374847	15.74819165	16.3279628	16.34350721	16.09105688
P11404	Fabp3	18.12924946	19.1552034	23.76823275	18.53665555	9.834278229	18.84315061	11.18905427	18.73695519	19.08389248	13.35273534	18.33646921	18.97494032	18.49112231	18.36217353
P11438;Q9DC13	Lamp1	15.13739394	14.81425605	15.11349595	15.64010264	15.1405256	15.96534691	15.98679851	15.4309018	15.35132138	14.93499828	15.14812165	15.65853491	15.4270558	15.7474251
P11440	Cdk1	NA	NA	NA	NA	9.725318294	7.884710056	13.15620449	NA	NA	13.60735725	NA	NA	NA	NA
P11499	Hsp90ab1	20.63150785	20.70443589	20.40230521	20.10291637	20.84793969	20.41376216	20.81571468	20.82120818	20.71798167	20.78734786	20.52266308	20.74380096	20.75512741	20.79152263
P11531	Dmd	12.95788609	13.12179537	16.79496916	12.26939582	12.15200899	14.34643422	12.39139813	13.06032627	13.44947145	14.50171345	13.44736888	12.87607198	13.01911883	12.68736029
P11588	Mup1	NA	NA	NA	11.25822999	14.9195698	11.30748197	8.690846445	NA	NA	NA	NA	NA	NA	NA
P11589	Mup2	11.29197476	NA	13.60447887	15.94681054	20.32594556	13.63232575	11.75540258	NA	NA	12.03394275	11.42701969	NA	10.67245909	9.156351296
P11627	L1cam	15.4610202	16.05643577	9.737032428	12.85928983	11.46326603	10.9642707	9.580653259	16.33706989	16.27291094	14.06627881	16.57801749	16.35434482	16.66854036	16.29829285
P11672	Lcn2	NA	NA	12.56564077	11.79778894	12.52059485	16.24767883	17.16903247	NA	NA	11.18688347	NA	NA	NA	NA
P11679	Krt8	16.62396092	15.37643614	17.84109177	17.07809758	20.71498628	19.72712579	17.30136516	15.48195035	14.74100404	22.18780381	16.26918044	14.32308049	15.37272246	16.08668574
P11680	Cfp	8.828388697	NA	14.17742649	12.33971627	12.16196836	14.37833574	13.55696414	NA	NA	11.24750389	8.475749287	NA	NA	NA
P11688;uc007xyb.4	Itga5;	8.009835222	9.189439819	13.03524263	12.89501376	13.54919279	13.55587969	12.00264726	8.229120255	8.47855757	14.9536148	8.371285712	10.64468786	10.19699868	7.620405484
P11714	Cyp2d9	NA	NA	NA	14.44981002	18.54061464	7.667965403	NA	NA	9.357916448	NA	NA	NA	NA	NA
P11725	Otc	13.8146822	13.01738883	13.7811523	14.36731863	21.03642505	12.69032218	11.42591946	10.01576908	10.56111559	17.68864579	NA	11.34146218	11.37454009	10.56653377
P11798	Camk2a	17.03550282	21.24412689	13.88594288	10.88117737	12.42136106	10.68652558	10.85604294	19.93182684	21.10466273	13.03876971	19.9873108	20.79124374	19.5979083	19.30226328
P11835	Itgb2	11.97234391	12.49658381	10.58864005	10.63363635	12.09949672	14.39471267	16.73744754	11.96575424	12.51979363	13.7943955	12.43787953	12.49112074	12.4399901	12.31523008
P11862	Gas2	12.45514306	11.1585669	NA	17.08642585	15.15672667	NA	NA	12.72384078	11.95838191	NA	11.3205553	11.64954453	12.57053096	12.86952542
P11881	Itpr1	17.63721216	15.90521978	11.16769569	14.37163105	12.67635712	13.28482377	13.36201829	13.70119844	15.02447262	13.2408784	13.68256454	15.85207999	13.70584184	13.90408933
P11881-4	Itpr1	11.58115816	10.17078167	NA	7.076859621	NA	6.592687099	NA	NA	NA	NA	NA	NA	NA	NA
P11881-5	Itpr1	8.071300224	6.794718298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11911	Cd79a	NA	NA	NA	NA	NA	10.75500618	15.21438602	NA	NA	10.019857	NA	NA	NA	NA
P11928	Oas1a	10.26262367	NA	NA	8.547863867	11.28067104	12.6872951	13.67351628	NA	NA	14.4479039	NA	11.91509387	NA	NA
P11930	Nudt19	13.35703726	13.47938851	15.11905957	20.28277467	16.5487342	13.20102193	12.63610481	14.01012235	12.42868031	15.01746986	12.27496942	12.45151362	12.59212946	12.76729229
P11942	Cd3g	NA	NA	NA	NA	NA	13.09525584	14.30986523	NA	NA	12.26429593	NA	NA	NA	NA
P11983	Tcp1	17.94372423	17.96668987	17.22856053	17.2800091	17.87338999	17.428789	18.05899833	18.1871164	17.98628681	17.91911917	17.96861801	18.13110882	18.33729848	18.24983866
P12023	App	15.56230386	15.83072709	12.04040096	13.76844194	9.949387147	14.55556344	12.17025936	15.85069571	16.06044314	13.06922745	15.54643781	16.16296054	15.84425321	16.06954318
P12023-2	App	9.056140871	9.235508226	NA	NA	NA	NA	NA	9.322716816	9.356588925	NA	8.863170119	9.313253051	9.21493846	9.524571434
P12242	Ucp1	18.02049873	18.63909246	12.48566573	13.03934569	14.14066702	15.5076608	12.67683399	17.32339901	18.69136985	13.28634199	17.94060166	18.88723303	16.6885945	17.42789563
P12246	Apcs	NA	NA	11.77998634	11.46398469	12.91634799	11.74473876	9.235006094	NA	NA	NA	NA	NA	NA	NA
P12265	Gusb	11.80593255	12.0641345	11.52517117	14.48537351	16.09016465	14.25779505	15.69884382	NA	NA	9.301949807	NA	NA	10.15571482	NA
P12382	Pfkl	16.95661983	17.65508849	16.94730046	15.64992704	15.64190997	16.17457086	16.11236894	17.47172127	17.58623021	15.76102989	17.29077687	17.67247989	17.43158626	17.35629419
P12388	Serpinb2	NA	NA	9.679239541	NA	NA	10.31135713	11.29283131	NA	NA	10.37508787	NA	NA	NA	NA
P12399	Ctla2a	NA	NA	13.8448058	10.31011982	8.487084159	15.38713675	14.94757374	NA	NA	11.7217954	11.9875082	NA	7.511354719	NA
P12657	Chrm1	NA	12.77645431	NA	NA	NA	NA	NA	12.60956703	12.81953811	NA	11.44602236	13.17906546	9.818919219	9.254939376
P12658	Calb1	20.37873917	18.79756587	NA	19.67876116	5.902898185	NA	11.07772467	18.85035422	18.49070948	12.50866843	17.90419821	18.95723975	19.21733078	18.33995567
P12710	Fabp1	NA	NA	15.29681085	17.47586186	26.04607165	15.31037486	14.95734223	9.20944041	NA	19.65836643	9.652243742	NA	14.2432073	13.1075437
P12787	Cox5a	20.67187581	20.27734982	22.80496486	20.61371031	20.02028998	18.79509038	18.28513525	20.42936183	20.17713373	19.59671483	20.40944492	20.47649596	20.1952329	20.49490559
P12790	Cyp2b9	NA	NA	7.440673439	NA	6.732436155	8.175615096	NA	NA	NA	NA	NA	NA	NA	NA
P12791-2	Cyp2b10	NA	8.611775308	12.9890185	NA	14.31005178	18.15440821	8.866702049	NA	NA	16.06315717	9.660464134	NA	NA	NA
P12804	Fgl2	NA	11.50953852	11.22183212	NA	NA	11.89078644	11.89917448	NA	NA	13.39011032	NA	NA	NA	NA
P12815	Pdcd6	16.68723693	16.70836309	15.6505937	16.139643	16.51968013	16.42997787	16.62272142	16.81807549	16.71544439	16.63808577	16.66835552	17.14130225	16.72910676	16.98501788
P12849	Prkar1b	15.12359285	16.1428927	13.54367297	NA	NA	11.90972148	10.09887241	15.68526328	15.99588537	11.78461888	15.31556518	15.4737961	15.66720522	15.41801704
P12960	Cntn1	18.95972787	19.32895802	9.213775195	NA	10.26501972	8.72588727	NA	19.34252076	19.44821608	12.38660591	18.59273651	19.25862752	19.31173268	19.45697199
P12961	Scg5	15.20841874	14.90452551	NA	NA	12.26722512	NA	NA	16.36805626	15.55760906	10.99174319	14.72524029	15.26259926	17.12786774	16.25283236
P12970;Q80UT7	Rpl7a	17.36762241	18.41714899	18.41530598	18.40566653	20.05459949	17.92983239	18.34699764	18.50782367	18.53366793	19.68523436	18.36336107	18.17805075	18.40538628	18.19057286
P13011	Scd2	12.60893494	12.27724274	NA	NA	NA	10.99730886	10.42012582	13.21601085	12.57180213	12.12992278	12.80859197	12.4802323	13.21001538	13.41455056
P13020	Gsn	16.73302325	16.00890037	18.38824	17.42733451	15.48131695	19.43185423	18.36355035	16.09829617	15.92778684	18.14351551	16.72973806	16.32555659	16.04108421	16.86373346
P13020-2	Gsn	10.30928048	10.99018282	11.61631106	12.36047952	8.372772566	14.14885382	12.96730388	10.88658005	11.07194753	13.47859192	12.1269583	11.14459162	10.64942528	11.04364032
P13379	Cd5	NA	NA	NA	NA	NA	13.56953005	14.54252018	NA	NA	9.823661523	NA	NA	NA	NA
P13405	Rb1	NA	NA	NA	6.722455112	NA	6.57873252	9.668448209	NA	NA	9.565558827	NA	NA	NA	NA
P13439	Umps	13.85626525	13.78361937	11.53664675	14.43080238	15.39290336	12.60562372	15.0716185	14.35681077	14.86881255	14.70575767	14.66258655	14.94419476	14.50796561	14.48962933
P13516	Scd1	18.2560439	16.30329334	21.56622536	18.34268517	17.95059257	20.67051991	21.40424622	15.88799458	15.80674678	16.98804217	14.7258803	13.98030087	16.03659789	15.93712296
P13542	Myh8	NA	NA	5.881503361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13562;Q14AC4	Gnrh1	NA	NA	NA	NA	NA	NA	NA	14.64767128	NA	NA	NA	NA	12.64643639	NA
P13595	Ncam1	19.17276724	19.17566381	14.76639678	11.45811751	13.01020729	12.95446588	13.13695937	19.5106874	19.20562385	14.55449169	20.24481612	19.18889626	19.73076665	19.46911901
P13595-2	Ncam1	12.67594434	13.73851832	6.314302071	6.508856355	NA	7.566640773	8.574928245	13.80170169	13.90873989	10.00424631	14.39958826	13.48489424	13.86662171	13.14689401
P13597;P13597-2	Icam1	10.49168288	11.60642413	13.14109034	14.53078375	13.62415442	17.8039301	15.34227803	10.38169687	9.272251597	13.43058162	10.52976577	9.040183994	9.659414943	9.514703037
P13609	Srgn	NA	NA	13.6975999	NA	NA	13.44843176	13.26488843	NA	NA	NA	NA	NA	NA	NA
P13634	Ca1	16.70075788	15.46559992	21.26585461	17.75126712	17.85727759	20.50798431	20.18616006	15.2344799	15.22579895	16.34749153	15.61280895	14.80211342	15.32079305	15.68241326
P13707	Gpd1	18.54808829	17.86642846	17.35849687	18.82663697	19.99723384	15.80503815	15.37918093	17.35754152	17.59884019	18.18035365	17.37236428	17.99441364	17.19180111	18.04129267
P13808;P13808-2;P13808-3	Slc4a2	11.83505935	8.641746655	7.821348793	11.18595452	10.11833964	13.76937677	12.37433829	10.3160426	7.744633993	11.41169323	8.742741754	6.824291864	8.292828974	10.33101135
P13864	Dnmt1	11.60965742	11.17524957	6.50089336	10.1477898	12.98738568	12.36499487	14.51581537	10.83982074	11.02186873	13.21849205	12.11871991	11.21935548	10.59340237	11.09425268
P14069	S100a6	16.17538008	15.77617462	18.86087284	18.13418556	14.86397046	21.29835992	19.79793755	16.16617193	15.74238418	18.79815993	15.71669845	15.86481974	14.99536704	15.19454669
P14094	Atp1b1	22.25215047	22.17948332	19.82383119	21.61073507	18.19969008	17.08710911	14.38528765	22.08583185	22.28828482	20.00045942	21.95472917	22.21698709	22.00491757	22.31737927
P14115	Rpl27a	17.31070524	18.28863676	17.44843734	18.27399034	19.85067848	18.0978236	18.82695893	18.12880236	18.13539272	19.60632108	17.98102666	17.82944217	18.03144488	17.8216086
P14131;Q5CZY9;Q641N3	Rps16	17.14604719	18.20585404	17.36211371	17.70193997	18.67816797	18.0842166	18.71883701	18.19507724	18.09231325	19.2949134	17.82581101	17.83392542	18.1280546	17.92885666
P14142	Slc2a4	8.907965382	NA	16.70380212	12.12791291	NA	12.00502842	NA	6.364754702	NA	11.63060633	NA	NA	6.806715984	8.617101057
P14148	Rpl7	17.9877088	18.18239157	18.79193076	18.21191636	19.96717611	18.26452462	18.38304921	18.35508432	18.40495992	19.56266432	18.22214075	18.18075837	18.26082	18.06822659
P14152	Mdh1	22.07576167	22.10391041	23.63551383	22.40923319	22.12250462	20.28536127	21.05109256	22.24312678	21.99498104	21.16764334	22.03359902	22.34687688	22.0332113	22.43481573
P14206	Rpsa	18.16307815	18.44504228	18.28622929	18.89291598	19.82508396	18.64307892	19.71338485	18.55682543	18.62929584	19.64969841	18.49185451	18.36611825	18.3888965	18.32629196
P14211	Calr	18.75412605	18.7477323	18.44518969	19.14564145	20.41126366	19.51334735	20.15908622	18.79318457	18.77140238	20.35648554	18.65400775	18.80547643	18.56795411	18.67849729
P14220	Gypa	11.17652364	NA	18.00105882	15.21751145	14.91013622	17.44823617	17.18326938	NA	NA	11.33989743	NA	NA	NA	11.53954671
P14231	Atp1b2	20.69562237	19.1781139	11.45819471	10.36052183	8.158004728	9.846921512	10.30994304	19.86945899	19.26201993	11.59930148	18.98414332	18.92205661	20.01851717	20.4296491
P14234	Fgr	NA	NA	NA	9.050628486	7.673584397	12.14899573	14.88346671	NA	9.537732335	10.71730705	NA	NA	7.077824264	NA
P14246	Slc2a2	NA	NA	NA	15.69391708	16.97224132	NA	NA	NA	NA	17.06590423	NA	NA	NA	NA
P14429	H2-Q7	NA	NA	NA	11.81189835	10.39691664	12.78179089	14.18829643	NA	NA	12.07743495	NA	NA	NA	NA
P14430	H2-Q8	NA	NA	NA	10.4037763	10.16282063	12.31360756	13.2417429	NA	NA	11.07062039	NA	NA	NA	NA
P14432	H2-T3	NA	NA	NA	6.997216662	7.935274733	9.576411094	10.431772	NA	NA	14.43332495	NA	NA	NA	NA
P14434	H2-Aa	NA	NA	12.27724203	14.2198676	12.65886541	16.10596171	18.24583145	NA	NA	16.77514108	NA	NA	NA	NA
P14483	H2-Ab1	NA	NA	13.30594036	14.34681224	13.43892163	16.64899822	18.75968867	NA	NA	17.23839247	NA	NA	NA	NA
P14576	Srp54	12.88925375	13.28061174	11.28381198	14.13029389	14.25731083	14.54843766	14.20778867	14.74679777	14.48627777	15.46264425	15.06776451	14.18529926	14.48422222	14.44896762
P14602	Hspb1	15.80963092	14.81269634	19.61683408	16.41406187	15.06236887	18.88630483	16.87613759	14.76617908	14.4913805	18.62043218	14.63247719	14.65682114	14.37352201	14.80079557
P14685	Psmd3	15.97410302	16.31236974	16.52344422	16.03179915	16.84740048	16.41177468	16.65870178	16.52536282	16.55943711	16.7939215	16.46442743	16.46309117	16.42769269	16.3425934
P14733	Lmnb1	17.43229986	16.44648276	17.08646153	16.66839569	16.62269443	18.04240675	19.51719974	16.66506181	16.54674146	18.09337859	17.60044753	16.39264064	16.57920023	16.46625949
