Proteins	Genes	Cerebellum	Frontal_Cortex	Heart	Kidney	Liver	Lung	Spleen	Amygdala	Entorhinal_Cortex	Gut	Olfactory_Bulb	Striatum	Thalamus	Substantia_Nigra
P00683;W0UVC3	Rnase1;Rac1	NA	NA	NA	NA	NA	NA	13.22453893	NA	NA	11.12354751	NA	NA	NA	NA
P00687	Amy1	NA	NA	11.37036781	12.20233953	12.8851883	11.53070369	7.970467092	NA	NA	9.062571949	NA	NA	NA	NA
P00688	Amy2	NA	NA	11.02128251	11.52790111	12.75065212	11.58358791	14.21748169	NA	NA	15.69928608	NA	NA	NA	NA
P00848	Mtatp6	14.17552664	14.25018568	16.60564219	14.57780492	15.33127412	12.82424225	11.89074553	14.33134481	13.95815935	11.38785171	14.23905003	14.31874126	14.37498518	14.46819714
P00860	Odc1	NA	NA	NA	14.51126487	NA	NA	NA	NA	NA	7.871877316	NA	NA	NA	NA
P00920	Ca2	21.49274665	20.36157769	22.19785848	20.62223246	18.98381365	21.64916797	21.45078415	20.98310818	20.63461515	18.00677166	20.65797099	21.01616794	20.93695059	21.71517883
P01027	C3	14.58190999	13.25847949	18.66981089	16.88586542	17.60416259	18.35508994	16.94234333	13.59332352	13.22553293	16.09319843	13.71259111	12.89684353	13.19465316	13.37275417
P01029	C4b	11.86679773	10.23509438	15.59940142	13.83112225	15.55843881	15.45559173	14.70156027	10.63990278	10.55298041	13.59608799	11.03480707	10.7664423	11.05804902	11.1707409
P01132	Egf	10.47083205	NA	NA	12.47814035	NA	9.943900032	NA	NA	NA	NA	NA	NA	NA	NA
P01193	Pomc	NA	NA	NA	NA	NA	NA	NA	14.56638965	NA	NA	15.09734435	NA	15.01322515	NA
P01592	Jchain	12.06337238	12.05131272	16.4764586	14.30551585	14.924021	16.16627706	16.99481648	10.63545923	10.05124788	17.3915554	11.34527784	9.640960071	9.786989573	10.82418615
P01627	Gm5153	NA	NA	11.62194366	NA	NA	11.03138669	11.2725556	NA	NA	10.60092495	NA	NA	NA	NA
P01633	Igk-V19-17	11.09963358	10.13604979	13.90645534	NA	12.55146492	13.92372769	13.8354447	NA	NA	13.28704545	NA	NA	NA	NA
P01634	NA	NA	NA	12.35846988	11.67527585	12.10599813	12.49619162	12.36415784	NA	NA	10.91541728	NA	NA	NA	NA
P01636	NA	10.00598131	NA	13.95621177	12.41984466	13.3512058	13.38080995	12.64593594	NA	NA	11.74822424	NA	NA	NA	NA
P01638	NA	NA	NA	15.33939385	13.304951	13.96089207	14.73117406	15.76709792	NA	NA	14.5410202	11.74018914	NA	NA	NA
P01642	Gm10881	10.36460489	NA	14.24752563	11.52334293	11.8735264	13.55167182	13.43700852	NA	NA	15.10468095	NA	NA	NA	NA
P01647	NA	11.85540419	11.67261265	15.34187459	13.66166966	14.65979324	15.21052902	14.87972172	NA	NA	14.67505554	NA	NA	NA	11.65567897
P01654	NA	10.94649103	NA	15.47507403	13.36626454	13.71039606	15.54888071	15.06408482	NA	NA	14.13565511	NA	NA	NA	NA
P01660	NA	9.34200767	NA	13.60987212	11.5524961	11.97664977	13.51300321	13.83328813	NA	11.06410018	11.99526481	NA	NA	NA	NA
P01662;P01663	NA	NA	NA	13.0095728	13.82279422	10.97906377	12.58048685	12.0887533	NA	NA	10.69996236	NA	NA	NA	NA
P01665;P01666	NA	NA	NA	13.2263285	12.91533526	NA	13.34724908	13.79316959	NA	NA	12.7845572	NA	NA	NA	NA
P01671	NA	12.45279743	NA	17.30411452	14.84182998	14.46692913	16.85727854	16.40356367	11.14998048	10.94532565	14.1298603	11.80418143	11.14970818	11.05147607	11.27650208
P01675;P01676;P01677;P01678;P01679	NA	NA	NA	14.44778027	13.52189974	9.122197544	13.77566983	13.74682927	NA	NA	NA	NA	NA	NA	NA
P01680	NA	11.21309654	10.306381	15.9883807	13.70512359	13.510924	15.1189376	14.26273897	10.48915449	NA	13.96703449	10.6990139	9.641861079	9.802158334	10.34416557
P01731	Cd8a	NA	NA	NA	NA	NA	10.72118046	12.77981085	NA	NA	9.387704058	NA	NA	NA	NA
P01749	Ighv1-61	NA	NA	9.375572972	NA	NA	9.742736655	11.2838335	NA	NA	NA	NA	NA	NA	NA
P01803	NA	NA	NA	13.75237746	12.15980876	12.5704221	12.67631462	12.34344238	NA	NA	12.50652593	NA	NA	NA	NA
P01831	Thy1	21.20122368	22.0360095	15.53261741	14.07104789	13.33596811	16.20797078	17.95994483	21.69407266	21.6318897	16.60624987	20.66999544	21.87176719	21.5381289	21.73170945
P01844;Q99JC1	Iglc2	14.51661695	12.32247467	16.11674092	14.36603735	15.04131907	15.96477822	16.59402093	12.01755396	13.75581932	15.52588288	12.61322903	12.79730263	13.06495239	13.63262184
P01872	Ighm	15.95177746	14.82934412	20.23109152	18.08991645	17.74414751	19.74282422	20.2298351	14.41763675	14.41434304	16.35585243	15.00289027	13.96461858	14.33980259	14.76338171
P01887	B2m	15.0766364	14.6251168	17.38972849	16.50071333	17.5711197	18.02710391	18.76029167	14.24981849	14.13972949	16.44658667	14.40050866	14.04107963	14.20233825	14.35218372
P01898	H2-Q10	11.71402029	8.508593605	16.09945303	14.00967821	15.46861979	15.47677976	13.7487056	9.896096787	10.29701869	12.53101384	10.81352634	10.65516862	9.931833592	9.427628141
P01901	H2-K1	14.14571092	11.81909894	16.55825011	15.87802409	17.26172853	17.99104595	18.31615835	12.01788441	13.36698801	17.37163119	12.87477676	11.57845862	11.95447655	13.55249266
P01942	Hba	23.83075967	23.63135599	28.38588382	24.29427645	24.88783333	27.65454257	26.83754978	23.1637094	22.86075693	23.46705293	23.06669696	22.8105917	23.10159848	23.49029224
P02104	Hbb-y	13.61854298	14.64030132	20.50276153	13.7591084	17.22085234	20.05919314	18.43535707	NA	14.72223232	14.89254219	NA	NA	14.08356675	NA
P02301;P84244	H3-5;H3-3a	16.51202863	14.98799849	16.68828545	17.61500675	15.91759219	17.4616582	16.52742715	15.88700845	15.31708553	15.82066088	16.36225306	15.42045131	15.08906315	15.68915092
P02463	Col4a1	12.98449587	12.7224863	15.01836759	16.02445456	12.9999332	17.21668505	14.03910872	12.58346591	12.24187255	14.08341396	12.53600892	12.09590209	12.80650255	12.70837585
P02468	Lamc1	14.71827652	14.93820351	17.7771148	16.40363711	12.59422624	17.75530221	14.43622652	15.00910333	14.52045062	16.37985592	14.74093964	14.21130623	14.9990511	15.22199872
P02798	Mt2	15.70947696	13.26628317	11.46120758	10.8655218	8.216026351	9.506445342	9.809713977	13.83836317	13.44331466	11.26522814	14.22490662	14.40710257	14.5737236	14.70679221
P02802	Mt1	17.41460072	15.47480024	15.13626537	12.99363958	11.29384739	12.11919851	11.8423073	15.83956752	15.33659897	13.43673688	16.0065341	16.4972346	16.69318935	16.52223763
P02816	Pip	NA	NA	NA	10.84014718	NA	NA	NA	NA	NA	13.24566638	NA	NA	NA	NA
P03888	Mtnd1	17.82258896	17.8462567	18.73751073	16.81842903	16.80696272	14.69810448	14.89337878	17.53638382	17.36771059	15.93802047	17.28290289	17.61930002	17.48868585	17.6207662
P03893	Mtnd2	12.84754012	13.25507893	14.57604585	13.14001465	12.58187409	9.977573473	9.215692944	12.83867453	12.89116078	11.47285282	12.56071833	12.81795453	12.57649606	12.64859818
P03899	Mtnd3	15.80537628	14.76421016	17.45478705	16.4794663	15.67063168	13.76514907	13.63208491	15.20107286	14.9981169	13.21519037	15.51088673	15.22189698	15.69203715	15.6343554
P03903	Mtnd4l	13.06197973	NA	14.4443696	13.48781013	13.38579077	NA	NA	12.9924041	13.17557648	13.85297693	13.61235249	14.22475911	13.11879088	13.38636527
P03911	Mtnd4	16.69505344	16.49285259	18.6959078	16.61596527	15.8026769	14.40765142	13.90239695	16.44209075	16.12233935	14.30134113	16.07141137	16.25011927	16.24609631	16.52966355
P03921	Mtnd5	15.05982222	15.37586385	17.13956016	15.54545341	14.2816723	12.79853048	12.71249128	15.94198215	16.21645619	14.79277093	15.97710265	16.33110781	16.09741949	16.15720472
P03930	Mtatp8	19.40305308	19.18071542	21.65159513	18.62399309	19.18467583	17.68302826	17.26252745	19.19766912	18.91455979	16.27001733	19.04519227	19.17105142	19.12636433	19.26935691
P03953;P03953-2	Cfd	12.67290557	10.37967693	16.82054019	15.05076845	13.69884482	16.19117829	14.09231349	10.47562044	10.58636531	14.73202947	11.06243018	10.119513	11.11883538	11.30671916
P03958	Ada	11.44492539	9.547400647	12.01476231	13.97723452	14.4669533	14.25724812	16.48255552	9.986826243	9.171488257	16.80417273	12.43411155	9.073886442	10.73341735	11.3510186
P03975	Iap	9.078300646	8.904200809	NA	8.856924967	NA	8.457480404	NA	8.390935328	9.739617875	NA	10.35938392	9.344935117	8.570604938	8.99444835
P03977	NA	NA	NA	12.40187338	NA	11.11593671	12.31293931	11.79907427	NA	NA	NA	NA	NA	NA	NA
P03980	NA	NA	NA	11.12263933	NA	8.470494608	11.24822725	9.881885191	NA	NA	NA	NA	NA	NA	NA
P03995	Gfap	19.94944976	17.7453462	15.96022346	13.22497668	12.82096427	16.28219984	15.8776286	19.44047293	18.62541254	16.34422937	18.90579882	17.8277949	19.27650231	19.81134957
P03995-2	Gfap	10.08337977	8.659954136	NA	NA	NA	NA	NA	9.627960219	9.193276302	NA	9.97253989	7.315971034	9.169773291	9.962118575
P04117	Fabp4	11.86716168	9.476820447	22.23882758	20.16414484	16.67195055	18.41841718	17.44237959	NA	NA	20.0183817	9.041527433	10.92676666	10.76342101	11.93880231
P04184	Tk1	NA	NA	11.05365032	NA	NA	10.3104148	11.84586577	9.986307362	NA	10.96888451	10.42364934	NA	NA	NA
P04187	Gzmb	NA	NA	NA	NA	NA	11.76737924	7.213490169	NA	NA	14.03793495	NA	NA	NA	NA
P04202	Tgfb1	NA	NA	12.19990763	7.918162282	NA	13.99519173	14.23311622	NA	NA	9.275840869	NA	NA	NA	NA
P04223-2	H2-K1	NA	NA	NA	NA	8.305994688	11.30604452	10.49401521	NA	NA	10.29386534	NA	NA	NA	NA
P04235	Cd3d	NA	NA	NA	NA	NA	8.033228942	12.49182992	NA	NA	10.45161781	NA	NA	NA	NA
P04247	Mb	15.42315055	9.298647158	24.97146659	10.6278032	11.01368177	19.29804691	10.38239984	11.80687053	12.1435109	13.25062703	12.31207127	NA	12.15497464	12.54882344
P04370-11	Mbp	21.08460933	20.14110437	13.05999723	NA	NA	NA	NA	21.3679097	20.62410379	12.53045973	20.49608961	21.75293533	21.65518316	22.43207854
P04441-2	Cd74	NA	NA	12.88510296	13.72443058	12.23944444	16.39881115	18.81564158	NA	NA	17.25062774	NA	9.716374984	12.948548	NA
P04444	Hbb-bh1	12.2331168	11.10633328	16.86982464	12.26332892	13.21764777	15.95880872	15.49243424	10.62560167	10.3934084	12.24423927	10.90371573	10.01398857	10.83746278	11.12711801
P04627	Araf	12.96028569	12.99116061	11.97022649	13.27872898	13.53187867	12.49444587	13.29044795	13.43109671	12.86962588	13.0014733	12.95901023	13.22300176	13.7826469	13.62617967
P04919	Slc4a1	15.49582058	14.16116247	20.09239615	16.3846886	16.45311764	19.3717648	18.84138364	13.8007232	13.85162916	14.8465561	14.32041644	13.44573702	13.97200135	14.36841892
P04925	Prnp	16.6815003	17.16478574	12.77151371	12.14340574	9.319838324	12.96993871	12.30778234	17.45979428	17.45192798	13.57544875	17.23415671	17.62744171	17.60684192	17.45729223
P04939	Mup3	NA	NA	13.44124533	15.40557854	18.95037244	12.97373379	10.31537535	NA	NA	8.8633365	NA	NA	NA	NA
P05017;P05017-2;Q4VJB9;Q8CAR0	Igf1	9.937483006	NA	NA	NA	12.83433781	9.013940158	14.53310786	NA	NA	NA	NA	NA	NA	NA
P05063	Aldoc	21.42275311	20.51421989	12.19227254	14.50787074	15.77885273	13.44839657	13.7988285	20.55476136	20.36653185	14.30947032	20.02884278	20.09644207	20.51942507	20.94729855
P05064	Aldoa	22.06238809	22.45531854	22.74769167	20.47316696	19.22270016	20.09572754	20.1575229	22.40030854	22.37566925	20.32686392	22.10907286	22.46839812	22.23138943	22.29463744
P05125	Nppa	11.67324573	NA	20.49235526	NA	9.887550875	14.79503272	9.177780528	NA	NA	NA	7.592866712	NA	NA	NA
P05132;P05132-2	Prkaca	14.99784501	15.5867072	15.49216698	13.53504294	13.554227	15.11875923	13.94514482	15.90586086	15.8079925	14.11421619	15.34747328	15.98686079	15.85693976	15.64394137
P05201	Got1	21.06656899	20.96511209	22.09502284	18.65303435	19.59571895	17.64733923	17.24902482	21.0260907	20.91698231	18.04713172	20.93167809	21.13926638	21.00104262	21.20164429
P05202	Got2	21.22290637	21.51004986	22.84919304	20.66585901	21.44981719	19.09883762	18.73573561	20.58171256	20.45957477	18.28966121	20.06133718	20.62317343	20.29339536	20.66723824
P05208	Cela2a	NA	NA	9.857029074	NA	NA	10.47040636	12.03602045	NA	NA	NA	NA	10.63933684	NA	6.801832921
P05214	Tuba3a	18.69332895	20.60732418	17.18778774	17.53017352	15.91446524	18.80155869	18.13442815	20.26626561	19.97048759	16.78417063	20.291176	20.11973717	20.38980469	20.32889034
P05366	Saa1	NA	NA	12.93944886	11.4043332	10.01599839	11.97771797	12.09216722	NA	NA	13.09775746	NA	NA	NA	NA
P05480	Src	15.07800725	15.27596861	12.40738414	13.34665162	11.63070368	14.6499417	13.96924523	15.04553281	15.17584418	13.82076208	14.88357951	14.96641928	15.07948595	14.88516892
P05532;P05532-2	Kit	12.38267284	12.36005444	9.438676484	8.277504629	NA	12.89365483	8.932750947	12.2691982	12.93874417	9.967093845	11.38835722	12.42612533	12.37614534	9.925408725
P05533	Ly6a	NA	NA	14.49647067	16.08347662	NA	16.4083752	14.71344826	9.92046789	NA	13.40201347	12.49406382	NA	12.40370862	12.9748483
P05784	Krt18	13.74557486	8.580993846	13.02101654	17.66954248	20.87462471	18.30613652	13.00863725	10.44917298	NA	19.49765449	13.19022364	10.81116727	11.9352431	NA
P05977	Myl1	9.888801017	NA	22.58606888	9.532083141	11.10611389	15.04407952	11.74307612	NA	NA	13.51297269	5.878662107	NA	NA	NA
P06281	Ren1	NA	NA	8.36432712	15.80620743	NA	NA	9.823405444	NA	NA	NA	NA	NA	NA	NA
P06330	NA	14.33119609	12.25193458	17.06232869	15.47035029	16.14829702	17.09340405	16.54726507	12.22435759	12.06148058	16.59956077	12.82897636	11.65095831	11.95935324	12.36926667
P06332	Cd4	9.912707756	NA	11.91134712	NA	NA	11.55356015	13.64252989	NA	NA	10.75280541	NA	NA	NA	NA
P06339	H2-T23	NA	6.348851406	6.67194955	9.75419102	10.80834478	11.8892935	12.56292032	NA	11.05616557	13.51151523	NA	NA	NA	NA
P06684;uc008jjn.2	C5;	10.8326595	10.57899592	15.20571643	13.65742342	13.89009926	15.84066698	13.01180395	10.62962641	12.01034768	13.07228392	11.39578696	10.64032823	10.43743703	10.59880343
P06728	Apoa4	14.87093065	13.86670834	19.19989965	17.09836972	16.87697416	18.77895471	16.65344067	13.46897994	13.91852697	18.09373411	14.46879861	12.70720929	13.36162847	13.93914392
P06745	Gpi	20.52257219	20.70596695	20.76535429	19.67863264	19.82801045	19.11067039	19.06661737	20.93334298	20.80891221	20.24379418	20.6938379	21.04719886	20.95614781	21.02058669
P06797	Ctsl	14.40108458	14.22753643	13.58930422	15.55184958	15.48414311	14.60692504	14.97705828	14.28386613	14.63487835	14.5534228	14.34164729	14.35049252	14.35101314	14.35541746
P06800;P06800-5;P06800-6	Ptprc	9.327288223	9.997189964	9.678060994	12.60312819	11.54108798	14.44888888	17.80746719	10.93033213	12.30754937	14.74957539	11.20999075	10.31699511	11.72923885	10.03679445
P06801	Me1	16.99346999	16.90342525	16.68791152	18.92379906	20.47527392	16.82194695	14.34767673	17.1531294	16.77516417	15.45691947	16.50356601	16.67697756	17.26546376	17.27698125
P06802;P06802-2	Enpp1	13.21521389	11.92027553	10.24658723	13.58507562	14.41954457	10.91447224	13.25723696	12.15480127	11.6133279	13.13706079	12.71364333	13.04824131	12.40878054	13.0253133
P06837	Gap43	18.57945716	18.88801268	11.77747826	9.418664681	NA	14.23784412	10.31860989	20.25590122	19.60525085	14.57426785	19.17300405	19.65142262	20.51788675	20.17241212
P06869	Plau	NA	NA	NA	11.31111535	NA	10.8702382	9.376656801	NA	NA	NA	NA	NA	NA	NA
P06880	Gh1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.18976027	NA	NA	NA
P07091	S100a4	12.15782298	12.96485599	16.10092791	14.88953821	12.04615352	17.46392742	18.92364271	13.11039676	13.23286988	15.94653819	12.71737982	13.38442124	11.47210769	12.21260813
P07146	Prss2	NA	NA	NA	NA	NA	NA	13.45063235	NA	NA	16.35677718	NA	NA	NA	NA
P07309	Ttr	17.16173102	15.77905217	21.42493484	19.44455154	19.75961349	21.08079919	19.1031208	14.06389826	13.52496622	16.81107063	14.16530353	13.03949	13.603072	14.12859067
P07310	Ckm	18.95436685	19.2002807	23.11384273	12.9887314	12.84799365	17.65447098	13.31652141	19.27319179	19.17157189	17.83657175	19.70407598	19.53357356	19.37104307	19.75838771
P07356	Anxa2	16.44900014	15.46843801	18.1570178	18.18417182	16.29751548	20.55907705	19.03847782	15.49472287	16.09209028	20.49442844	15.84485083	14.30031971	15.01511701	14.86155185
P07361	Orm2	10.99699712	NA	14.86403274	8.307629343	11.48388188	12.27440172	10.94779434	11.71470891	NA	8.936223052	8.798971696	NA	NA	NA
P07607	Tyms	NA	NA	NA	11.61097541	9.350763269	NA	12.56035165	NA	NA	13.09157274	NA	NA	NA	NA
P07724	Alb	21.3392382	20.35350157	25.37946442	23.24119654	23.04025263	24.94118042	22.86280099	20.10067927	20.00267842	22.39129695	20.51037244	19.7153441	20.12128957	20.47385654
P07742	Rrm1	11.72794167	10.66914636	11.0560248	11.7224186	13.15455994	12.41551763	14.13845809	11.36141853	11.34962839	14.50315864	11.50655771	10.40418822	11.72776828	11.29367709
P07743	Bpifa2	NA	NA	8.25724154	13.21418864	NA	9.222355811	NA	NA	NA	12.1087781	NA	NA	NA	NA
P07759	Serpina3k	15.70952048	14.71387535	20.13593743	17.80385806	18.08884459	19.86820547	17.62886651	14.70910755	14.51801878	18.00216088	15.08469372	14.20960566	14.5183197	14.95669225
P07901	Hsp90aa1	19.66131754	19.64209799	17.57147242	18.29733018	18.68616327	18.72970859	18.57702386	19.73676709	19.58514553	18.82530466	19.53953898	19.50430514	19.71272411	19.74052453
P07903	Ercc1	12.46463946	11.15463811	6.850740658	10.77996439	6.496206281	10.60160408	12.45148314	11.1701279	11.36586888	9.866984671	12.01411893	11.76746973	11.79681984	12.45832562
P07934	Phkg1	13.87159912	12.78531059	14.63974241	NA	NA	13.24440497	12.95913076	12.92573462	12.7257754	NA	11.71621734	12.56830574	12.77642062	13.13490878
P08030	Aprt	14.37844644	14.80956456	15.38809383	15.72932845	15.94794461	15.2542214	16.3338646	14.83761363	15.20621583	17.09752813	15.03129366	15.01843303	14.92523231	14.16185221
P08032	Spta1	14.35561548	14.07120956	17.77570323	14.56614423	14.79654951	17.05517955	16.64061658	14.15786201	14.28764426	12.98023599	14.16580887	14.15484584	13.91118393	14.25929113
P08046	Egr1	NA	9.892468928	NA	NA	NA	NA	6.915915905	7.114227851	9.315126045	NA	9.232349226	9.874697299	NA	NA
P08071	Ltf	NA	NA	10.24570746	11.96854222	11.19806738	15.92573649	16.90482098	10.98114795	NA	12.49512483	NA	NA	NA	NA
P08074	Cbr2	12.46324204	12.80282277	14.97536551	14.00447949	13.33947396	23.29734286	12.85987849	13.27588272	11.51057291	13.83676703	15.0858445	11.17864681	10.23707445	12.20395183
P08103	Hck	NA	10.12815526	NA	7.782622123	9.849092599	14.11801671	15.05332073	10.44305645	9.661210179	13.01703517	8.917690975	9.42213549	9.996612787	8.687235799
P08113	Hsp90b1	17.7911291	17.88054278	17.85954884	18.35938036	19.93623554	19.09038828	19.82918223	17.91445226	17.90205456	20.07721524	17.8394115	17.89721685	17.78730627	17.68486332
P08121;Q5DTG2	Col3a1	NA	NA	13.30158845	9.697197793	9.266710824	15.08154054	9.166319764	9.366692059	8.952478822	12.02231443	6.850376097	NA	NA	8.747462039
P08122	Col4a2	13.16990827	13.34028281	15.78815056	15.90358638	13.06169774	17.43246175	14.62925722	13.48092552	13.09917293	15.39113146	13.18338794	12.85780106	13.58507007	13.36869818
P08207	S100a10	16.18918786	15.03679692	19.16357231	18.12769089	16.11839559	20.22304236	18.4931873	14.14854172	14.92383492	20.3074052	14.95771004	10.9740815	13.07595514	13.61788957
P08226	Apoe	18.17933639	18.159073	18.80447939	17.10021114	19.60036173	18.25445052	17.09088318	18.55041607	18.27582656	16.24946929	18.36616466	18.43861483	18.81319078	18.76440099
P08228	Sod1	19.99751954	19.50847354	19.29479868	20.38160621	21.60702141	19.71146482	18.43068078	19.91691164	19.50867757	19.23495278	19.66886467	19.59308006	19.87031833	20.14591611
P08249	Mdh2	22.43125085	22.58182665	24.22887833	22.06361437	21.37752057	20.83855558	20.29652664	22.37103483	22.36921364	20.94205433	22.21516722	22.45272746	22.36560798	22.3091009
P08414	Camk4	16.10863946	15.88421359	NA	NA	NA	12.88710022	12.63756309	15.31977431	15.87201819	NA	14.65895419	16.71915385	15.12623971	15.58087507
P08551	Nefl	21.62553888	19.25538733	14.04277494	11.14587988	14.59711502	12.83323862	12.4265257	19.98566859	19.38743802	12.97490728	18.71486373	20.25159864	20.19182896	21.4999695
P08553	Nefm	20.79264936	18.63675072	12.71372985	9.157425839	9.839129622	12.62205387	10.07305994	19.52875673	18.86603387	11.81311143	18.19652922	19.74431392	19.62553373	20.93395658
P08556;Q4FJP3	Nras	13.38283118	13.83433651	12.02407504	11.91416848	11.30913933	13.28877266	13.13255348	13.62216227	13.90277983	11.79871011	13.55713219	13.9095974	13.48537511	13.73957153
P08607	C4bpa	11.59098416	8.528258019	14.90622176	14.03811906	14.10831637	14.62197342	13.07682726	9.762363127	10.36618783	12.53101421	10.642492	NA	9.874886975	11.9843281
P08680	Alas2	NA	NA	NA	NA	10.19932412	5.87666239	11.25296546	NA	NA	NA	NA	NA	NA	NA
P08752	Gnai2	19.23149755	19.58128195	17.50551283	17.46807633	16.1378943	18.72469748	18.72878078	19.56318075	19.37895322	17.25943467	19.57832388	19.5657769	19.71913653	19.54982219
P08775	Polr2a	13.20323533	13.01261171	10.92658297	12.29766888	12.73586795	13.08621709	14.33614143	13.55035511	13.54217402	13.61150814	13.89835289	12.90017667	13.51007002	13.42484649
P08905	Lyz2	NA	9.90276299	13.38304287	17.95371904	12.73209719	18.50411167	17.83807654	NA	NA	13.71450761	14.33407715	NA	NA	NA
P08920	Cd2	NA	NA	NA	NA	NA	12.0727581	12.6330677	NA	NA	NA	NA	NA	NA	NA
P09021	Hoxa5	7.897848088	NA	NA	7.629327201	NA	11.05009449	6.46751538	NA	NA	NA	NA	NA	NA	NA
P09025;P09632;P23463	Hoxc8;Hoxb8;Hoxd8	NA	NA	NA	10.42337972	NA	NA	NA	NA	NA	10.03673569	NA	NA	NA	NA
P09036	Spink1	NA	NA	8.173515963	16.48817366	NA	NA	8.301385192	NA	NA	14.32797769	NA	NA	NA	NA
P09041	Pgk2	12.78190185	12.9803424	12.83279402	12.66212002	13.04013061	10.87668794	11.0548058	13.34254237	13.05508398	12.0049312	12.89276925	13.13161941	13.24791867	13.60877887
P09055	Itgb1	14.88325525	14.41046053	16.5474309	16.71739471	15.63344249	17.89056027	16.42221501	14.90695579	14.58500742	17.20459817	14.61131382	14.26491656	14.40495387	14.5077069
P09055-2	Itgb1	NA	NA	11.21855516	NA	NA	6.633112494	NA	NA	NA	NA	NA	NA	NA	NA
P09066	En2	10.52677948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09103	P4hb	17.53527312	17.22444783	18.12204239	19.42623072	21.27663313	19.29765366	18.90800697	17.47774462	17.32744599	20.84133937	17.33810417	17.62167907	17.39324819	17.49501991
P09240	Cck	12.66959016	16.3522916	NA	NA	NA	NA	NA	15.38942538	16.19303043	13.58291662	15.58181494	15.64554133	15.24580898	14.02309132
P09242	Alpl	12.88540563	12.56313834	13.88019592	16.27662039	9.788759419	10.77976045	11.74386334	13.26774246	12.97731599	11.6304842	12.50380704	12.21478174	13.14783112	13.06245935
P09405	Ncl	17.6267751	17.32984463	16.5493597	17.19179092	17.80802191	17.5674626	18.98824874	17.41439117	17.415793	18.58662059	17.92218123	17.61746029	17.10125781	16.95749766
P09411	Pgk1	21.27929442	21.26119541	21.32702507	20.77582808	21.16498176	19.53532598	19.7629002	21.47984333	21.34443183	20.35965308	21.10803221	21.55599274	21.48873126	21.66705725
P09450	Junb	NA	8.051737062	NA	NA	NA	NA	8.330135088	NA	NA	10.18375877	NA	8.478415588	NA	NA
P09470	Ace	13.71839839	12.72319003	14.66320561	15.60527721	8.023464534	17.82613861	10.88295677	13.22906583	12.53629708	14.73119553	11.07325312	13.43819154	13.38914594	12.98581802
P09528	Fth1	15.97980231	15.78483523	16.74617115	14.39338022	15.13157295	15.7962092	17.11653971	15.5435848	15.52028037	14.49423913	15.21795532	15.62792819	15.68808368	15.90401067
P09541	Myl4	12.20337892	15.25063969	23.28824597	10.70849047	11.24656409	20.22040123	13.69757414	13.2207875	14.13891416	10.96395951	11.69552122	14.70864134	12.9006489	13.1081501
P09542	Myl3	11.33668946	12.10120465	24.98883945	13.70210163	12.52774223	15.36026975	9.874623417	11.44359687	10.83382393	10.36593761	11.29199349	11.72946697	12.04135634	10.28011396
P09581	Csf1r	10.9767349	13.00571605	12.12613406	11.84978036	11.83444603	12.51772523	15.33816542	13.03153981	13.39532103	12.27729233	12.99146844	13.28674458	12.61651699	11.79954926
P09671	Sod2	20.62118449	20.25177136	22.26127257	21.13544852	20.53818025	19.26863702	17.60696045	20.46469642	20.24092078	18.30222295	20.32495529	20.2710274	20.37134649	20.63300518
P09803	Cdh1	9.417474612	8.319380288	8.305263654	16.15614186	13.18511771	16.17522349	NA	8.462336884	8.438778511	17.17077909	7.927173496	NA	NA	NA
P09813	Apoa2	17.80642878	16.55276462	21.96320235	19.98421304	20.2707303	21.11607552	18.96839498	16.47517664	16.49251389	18.85086108	17.07713209	16.1966957	16.25118838	16.75820445
P09925;Q3U3J6	Surf1	14.22421526	13.90260554	14.64089856	14.2122242	14.15164578	12.74142838	12.97204109	13.85184883	13.6221734	13.21320449	13.48403872	13.75377372	13.8256604	13.99441507
P09926	Surf2	10.78615697	9.483982101	NA	9.881101678	7.998228087	NA	10.44975626	9.876286085	10.16908405	10.59452553	9.619547035	10.32288883	9.410590014	10.20124161
P0C027;P0C028	Nudt10;Nudt11	14.9620824	15.24307233	NA	11.51895671	NA	11.23182013	NA	16.15957003	15.74931936	NA	15.53495621	15.68650682	16.26673526	15.67413887
P0C090	Rc3h2	8.15860939	7.546068125	NA	NA	NA	NA	NA	8.228321781	8.746681526	NA	7.745328738	8.667582677	7.220957088	6.788272928
P0C0A3	Chmp6	14.43820479	15.14085499	13.19747827	14.0934689	13.18923851	14.01744102	13.2396432	14.96105257	15.11419445	13.97235816	14.94437196	15.13066987	15.01313199	14.94279062
P0C0S6;Q3THW5	H2az1;H2az2	17.43333759	17.72259659	14.98159206	17.47242796	17.65210205	18.32427117	19.81757565	18.13459224	17.90908472	19.86808927	18.95991302	17.78590566	18.019262	17.98308321
P0C191	Gp6	NA	NA	11.41820675	NA	NA	11.75319422	11.80558058	NA	NA	6.736601607	NA	NA	NA	NA
P0C192	Lrrc4b	13.5323538	14.54119503	NA	11.9814712	NA	8.308057501	NA	14.23652279	14.53084582	NA	14.66734363	14.52884169	13.77940406	13.81686898
P0C5E4;Ptprq_T1137S	Ptprq;	6.064700156	6.062296927	NA	NA	NA	NA	NA	6.524107131	6.086243325	7.687480896	6.630707477	NA	6.550547983	6.161350576
